"EstablishmentCode","EstablishmentName","IsLibraryAvailable","AvailableBooksCount","IsFireExtgAvailable","ExtinguisherCount","HOIRoomAvailable","IsStaffRoomAvailable","NoofStaffRoom","IsLockerForStaffAvailable","IsSportsStoreRoomAvailable"
"S0854","SARASWATI SISHU MANDIR PACHEKHANI","Not Available","0","Not Available","0","Available","Available","1","Not Available","Not Available"
"S1107","SARASWATI SISHU NIKETAN , RIDHANG","Not Available","0","Available","2","Available","Available","1","Available","Available"
"S1126","SARASWATI SISHU VIDHYALAYA, LUNGCHOK","Not Available","0","Not Available","0","Available","Not Available","0","Not Available","Not Available"
"S1071","SARASWATI SISHU VIDYALAYA , NAYA BAZAR","Not Available","0","Available","1","Not Available","Available","1","Not Available","Available"
"S0991","SARASWATI SISHU VIDYALAYA UPPER LINGMOO","Not Available","0","Not Available","0","Not Available","Not Available","0","Not Available","Not Available"
"S1115","SARASWATI SISHU VIDYALAYA, AHO-BUSTY","Not Available","0","Not Available","0","Available","Available","1","Not Available","Not Available"
"S1006","SARASWATI SISHU VIDYALAYA, BEN ROLOK","Not Available","0","Not Available","0","Not Available","Not Available","0","Not Available","Not Available"
"S0919","SARASWATI SISHU VIDYALAYA, DALAPCHAND","Available","10","Not Available","0","Not Available","Available","1","Not Available","Not Available"
"S1097","SARASWATI VIDHYA NIKETAN, LEGSHIP","Not Available","0","Not Available","0","Not Available","Not Available","0","Not Available","Not Available"
"S1110","SARASWATI VIDHYA NIKETAN, LOWER SAMDONG","Not Available","0","Available","2","Not Available","Available","1","Not Available","Available"
"S1184","SARASWATI VIDHYA NIKETAN, TANAK","Not Available","0","Available","1","Not Available","Not Available","0","Not Available","Not Available"
"S1137","SARASWATI VIDHYALAYA VIDHYA BHARATI, SOMBARIA","Not Available","0","Not Available","0","Not Available","Not Available","0","Not Available","Not Available"
"S1350","SARASWATI VIDYA ACADEMY, UTTAREY","Available","40","Not Available","0","Not Available","Not Available","0","Not Available","Available"
"S1109","SARASWATI VIDYA NIKETAN, AAM GACHI TUMIN","Not Available","0","Not Available","0","Not Available","Available","1","Not Available","Not Available"
"S0920","SARASWATI VIDYA NIKETAN, ARITAR","Available","1500","Available","2","Not Available","Available","1","Not Available","Available"
"S1116","SARASWATI VIDYA NIKETAN, MIDDLE GYALSHING","Not Available","0","Not Available","0","Not Available","Not Available","0","Not Available","Available"
"S0946","SARASWATI VIDYA NIKETAN, RANIPOOL","Not Available","0","Not Available","0","Available","Available","1","Available","Not Available"
"S0904","SARASWATI VIDYA NIKETAN, RHENOCK BAZAR","Not Available","0","Not Available","0","Available","Available","1","Not Available","Not Available"
"S0947","SARASWATI VIDYA NIKETAN, TADONG, VIDYA BHARATI SIKKIM","Not Available","0","Not Available","0","Available","Available","1","Not Available","Not Available"
"S1082","SARASWATI VIDYALAYA, GYALSHING","Not Available","0","Available","1","Not Available","Not Available","0","Not Available","Available"
"S0027","SARCHOK GOVERNMENT JUNIOR HIGH SCHOOL","Not Available","0","Available","3","Available","Available","1","Not Available","Not Available"
"S0314","SARDUNG GOVERNMENT JUNIOR HIGH SCHOOL","Not Available","0","Available","2","Available","Available","1","Available","Not Available"
"S0234","SAURANEY GOVERNMENT JUNIOR HIGH SCHOOL","Available","30","Available","2","Available","Available","1","Not Available","Not Available"
"S0953","SAVELLIE ROW SCHOOL, DEORALI","Available","500","Available","2","Available","Available","1","Not Available","Available"
"S0371","SAWALI GAON GOVERNMENT JUNIOR HIGH SCHOOL","Not Available","0","Available","2","Available","Available","1","Not Available","Not Available"
"S0768","SAWNEY GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","1","Available","Available","1","Not Available","Not Available"
"C1486","SCIENCE COLLEGE, CHAKUNG, WEST SIKKIM","Not Available","0","Available","1","Available","Available","1","Not Available","Available"
"S0376","SEPI GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","2","Not Available","Not Available","0","Not Available","Available"
"S0969","SERNYA ENGLISH MEDIUM SCHOOL, LOWER SYARI","Not Available","0","Available","2","Available","Available","1","Not Available","Available"
"S0935","SERNYA SCHOOL, INDIRA BYE PASS","Not Available","0","Not Available","0","Not Available","Not Available","0","Not Available","Not Available"
"S1393","SEVEN HILLS SCHOOL","Not Available","0","Not Available","0","Available","Available","1","Available","Not Available"
"S1252","SEVENTH DAY ADVENTIST ACADEMY, TARPIN","Available","40","Available","2","Available","Available","1","Not Available","Available"
"S0902","SEVENTH DAY ADVENTIST MISSION SCHOOL, RHENOCK","Available","50","Not Available","0","Available","Not Available","0","Not Available","Available"
"S0830","SHALOM ACADEMY, NAMCHI","Not Available","0","Available","2","Available","Available","1","Not Available","Available"
"S1070","SHALOM ACADEMY, SARDUNG","Not Available","0","Not Available","0","Not Available","Not Available","0","Not Available","Not Available"
"S1058","SHANTI MEMORIAL ACADEMY, BERMOIK BAZAR","Available","250","Not Available","0","Not Available","Available","1","Not Available","Available"
"S0981","SHARON VALLEY SCHOOL, TINGMOO","Not Available","0","Not Available","0","Not Available","Available","0","Not Available","Not Available"
"S1025","SHERAB ODSAL RALDELLING ACADEMY, SREEBADAM","Available","437","Not Available","0","Not Available","Available","1","Not Available","Available"
"S0045","SHIP GYER GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","2","Available","Available","1","Available","Not Available"
"S0065","SHIPTHANG GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","2","Available","Not Available","0","Available","Available"
"S1447","SHUBHASAI INSTITUTE OF ELEMENTARY EDUCATION","Available","30","Available","1","Available","Available","1","Not Available","Available"
"S0661","SHYAMDAS GOVERNMENT PRIMARY SCHOOL(SSA)","Not Available","0","Available","2","Not Available","Available","1","Available","Not Available"
"S0232","SICHEY GOVERNMENT SECONDARY SCHOOL","Not Available","0","Available","6","Available","Available","1","Not Available","Available"
"S0313","SIGENG GOVERNMENT JUNIOR HIGH SCHOOL","Not Available","0","Available","2","Not Available","Available","1","Not Available","Not Available"
"C1439","SIKKIM GOVERNMENT DEGREE COLLEGE, BURTUK","Not Available","0","Not Available","0","Available","Not Available","0","Not Available","Not Available"
"C1353","SIKKIM GOVERNMENT DEGREE COLLEGE,TADONG","Available","0","Available","0","Available","Available","0","Available","Available"
"C1336","SIKKIM GOVERNMENT LAW COLLEGE, BURTUK","Available","4528","Available","0","Available","Available","0","Not Available","Available"
"C1371","SIKKIM GOVT. COLLEGE, RHENOCK","Not Available","0","Not Available","0","Not Available","Not Available","0","Not Available","Not Available"
"S1215","SIKKIM HIMALAYAN ACADEMY, BARIAKHOP","Available","0","Available","0","Not Available","Available","1","Not Available","Not Available"
"S1092","SIKKIM HOMES ACADEMY","Not Available","0","Not Available","0","Available","Available","1","Not Available","Available"
"C1343","SIKKIM INSTITUTE OF HIGHER NYINGMA STUDIES","Available","6000","Available","0","Available","Available","0","Available","Available"
"C1355","SIKKIM MANIPAL INSTITUTE OF MEDICAL SCIENCES","Available","11200","Available","0","Available","Available","0","Available","Available"
"C1354","SIKKIM MANIPAL INSTITUTE OF TECHNOLOGY","Available","3759","Available","0","Available","Available","0","Available","Available"
"S0588","SIKTAM GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","0","Available","Available","1","Not Available","Not Available"
"S0343","SIMAYBONG GOVERNMENT PRIMARY SCHOOL(SSA)","Available","25","Available","2","Not Available","Available","1","Not Available","Available"
"S0355","SIMBOLEY GOVERNMENT JUNIOR HIGH SCHOOL","Available","118","Not Available","0","Available","Available","1","Not Available","Not Available"
"S0339","SIMCHEN GOVERNMENT PRIMARY SCHOOL","Available","34","Available","2","Available","Available","1","Not Available","Not Available"
"S0091","SIMICK LINGZEY GOVERNMENT JUNIOR HIGH SCHOOL","Available","200","Available","3","Available","Available","1","Not Available","Not Available"
"S0439","SIMKHARKA GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","2","Available","Not Available","0","Not Available","Not Available"
"S0783","SIMKUNA BHASMEY GOVERNMENT PRIMARY SCHOOL","Available","72","Not Available","0","Not Available","Available","0","Not Available","Not Available"
"S0702","SIMPHOK GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","2","Not Available","Not Available","0","Not Available","Not Available"
"S0778","SINDRONG GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","2","Not Available","Available","1","Not Available","Not Available"
"S0912","SINGALILA ACADEMY, SINGTAM","Available","87","Not Available","0","Not Available","Available","1","Not Available","Available"
"S0209","SINGBEL GOVERNMENT JUNIOR HIGH SCHOOL","Not Available","0","Available","2","Available","Available","1","Not Available","Not Available"
"S0016","SINGHIK GOVERNMENT SECONDARY SCHOOL","Available","545","Available","6","Available","Available","2","Available","Not Available"
"S0454","SINGITHANG GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","2","Available","Available","1","Not Available","Not Available"
"S0219","SINGLEYBONG GOVERNMENT JUNIOR HIGH SCHOOL","Available","84","Available","2","Available","Available","1","Not Available","Not Available"
"S0344","SINGLING GOVERNMENT JUNIOR HIGH SCHOOL","Available","100","Available","0","Available","Available","1","Available","Not Available"
"S0294","SINGLITAM GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","1","Available","Not Available","0","Not Available","Not Available"
"S0537","SINGPHENG GOVERNMENT PRIMARY SCHOOL","Available","30","Available","2","Available","Not Available","0","Not Available","Not Available"
"S0298","SINGREP GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","0","Not Available","Not Available","0","Not Available","Not Available"
"S0132","SINGTAM GOVERNMENT SENIOR SECONDARY SCHOOL","Available","1033","Available","5","Available","Available","1","Not Available","Available"
"S0761","SINGTAM PALLUM GOVERNMENT PRIMARY SCHOOL","Available","0","Available","2","Available","Available","1","Not Available","Not Available"
"S0744","SINGYANG GOVERNMENT PRIMARY SCHOOL","Available","55","Available","2","Not Available","Available","1","Not Available","Not Available"
"S0490","SIR TASHI NAMGYAL GOVERNMENT SENIOR SECONDARY SCHOOL","Available","5000","Available","13","Available","Available","2","Not Available","Not Available"
"S1247","SIRBONG GOVERNMENT PRIMARY SCHOOL","Not Available","0","Not Available","0","Not Available","Not Available","0","Not Available","Not Available"
"S0126","SIRWANI GOVERNMENT SECONDARY SCHOOL","Available","480","Not Available","0","Available","Available","1","Not Available","Not Available"
"S1257","SISHU KALYAN ACADEMY, TUMIN SALEY","Not Available","0","Not Available","0","Not Available","Not Available","0","Not Available","Not Available"
"S0307","SISNAY GOVERNMENT PRIMARY SCHOOL(W)","Not Available","0","Available","2","Available","Not Available","0","Not Available","Not Available"
"S0172","SISNEY GOVERNMENT PRIMARY SCHOOL","Available","0","Available","2","Available","Available","1","Not Available","Available"
"S1388","SKYLARK ACADEMY","Not Available","0","Not Available","0","Not Available","Not Available","0","Not Available","Not Available"
"S0957","SMT. GANDHI MEMORIAL SCHOOL, KAZI ROAD","Available","50","Available","2","Available","Available","1","Available","Not Available"
"S1026","SNOW DROPS ACADEMY, NAMGOAN","Not Available","0","Available","2","Available","Not Available","0","Not Available","Not Available"
"S0563","SOKAY GOVERNMENT JUNIOR HIGH SCHOOL","Not Available","0","Available","2","Not Available","Not Available","0","Available","Not Available"
"S0758","SOKPAY GOVERNMENT JUNIOR HIGH SCHOOL","Not Available","0","Available","4","Not Available","Available","1","Not Available","Not Available"
"S0357","SOM BUSTY GOVERNMENT PRIMARY SCHOOL","Available","45","Available","2","Not Available","Not Available","0","Not Available","Not Available"
"S0531","SOMBAREY GOVERNMENT SENIOR SECONDARY SCHOOL","Available","0","Available","4","Available","Available","2","Not Available","Not Available"
"S0017","SONAM CHODA LEPCHA MEMORIAL SECONDARY SCHOOL(LINGDONG)","Not Available","0","Available","2","Available","Available","1","Not Available","Not Available"
"S0711","SOPAKHA GOVERNMENT SECONDARY SCHOOL","Available","50","Available","4","Available","Available","1","Not Available","Not Available"
"S0249","SORENG GOVERNMENT SENIOR SECONDARY SCHOOL","Available","3000","Available","5","Available","Available","1","Available","Available"
"S0447","SOROK MANPUR GOVERNMENT PRIMARY SCHOOL","Available","80","Available","2","Available","Not Available","0","Not Available","Not Available"
"S0514","SOTAK GOVERNMENT PRIMARY SCHOOL","Not Available","0","Not Available","0","Not Available","Available","1","Not Available","Not Available"
"S1014","SOUTH POINT ACADEMY, RABONGLA","Available","500","Not Available","0","Not Available","Not Available","0","Not Available","Available"
"S0821","SOUTH POINT ACADEMY, TURUNG","Not Available","0","Not Available","0","Not Available","Not Available","0","Not Available","Not Available"
"S0999","SOUTH POINT ACADEMY, YANGYANG","Not Available","0","Available","1","Not Available","Available","1","Not Available","Not Available"
"S0107","SOUTH REGU GOVERNMENT JUNIOR HIGH SCHOOL","Available","0","Available","5","Available","Available","1","Not Available","Not Available"
"S1143","SOUTHERN LIGHT ACADEMY, UPPER BOOMTAR","Available","55","Available","1","Not Available","Not Available","0","Not Available","Not Available"
"S1443","SPECIAL EDUCATION & REHABILITATION CENTRE","Available","0","Not Available","0","Not Available","Not Available","0","Not Available","Available"
"S1444","SPECIAL SCHOOL FOR HEARING IMPAIRED","Not Available","0","Not Available","0","Not Available","Not Available","0","Not Available","Not Available"
"S0880","SPLENDOUR ACADEMY, PAKYONG","Not Available","0","Available","2","Not Available","Available","0","Not Available","Available"
"S1068","SPRINGDALE ACADEMY, MABONG SIGENG","Available","250","Available","3","Available","Available","1","Available","Available"
"S0888","SPRINGDALE SCHOOL, LOWER RAKDONG","Available","2000","Available","5","Available","Available","1","Not Available","Available"
"S0850","SRI SATYA SAI PRASHANTI VIDYA MANDIR, MIDDLE SICHEY","Available","400","Available","9","Available","Available","2","Not Available","Available"
"S0564","SRIPATAM GOVERNMENT JUNIOR HIGH SCHOOL","Available","150","Available","2","Available","Available","1","Not Available","Not Available"
"S0834","ST. FRANCIS SCHOOL, JORETHANG","Available","2022","Available","11","Available","Available","2","Available","Available"
"S1161","ST. JHONS SCHOOL, BURTUK","Available","600","Available","3","Available","Available","1","Available","Available"
"S1225","ST. JOHNS ENGLISH MEDIUM, BASILAKHA","Not Available","0","Available","2","Not Available","Available","1","Available","Available"
"S0937","ST. JOHNS SCHOOL JUNIOR HIGH SCHOOL","Available","600","Not Available","0","Not Available","Not Available","0","Not Available","Available"
"S0978","ST. JOSEPH S SCHOOL, MANGAN","Not Available","0","Available","2","Not Available","Available","1","Available","Not Available"
"S0905","ST. JOSEPHS SCHOOL, KINGSTON","Available","8276","Available","3","Available","Available","2","Not Available","Available"
"S0907","ST. JOSEPHS SCHOOL, MARTAM","Available","5000","Available","8","Available","Available","1","Available","Available"
"S0982","ST. JOSEPHS SCHOOL, NAGA","Not Available","0","Not Available","0","Not Available","Not Available","0","Not Available","Not Available"
"S1018","ST. JOSEPHS SCHOOL, RAVANGLA","Not Available","0","Available","2","Not Available","Not Available","0","Not Available","Not Available"
"S1204","ST. LUTHER ENGLISH BOARDING SCHOOL, TYEK KYONG","Available","0","Available","1","Not Available","Available","1","Not Available","Available"
"S1114","ST. MARYS CONVENT SCHOOL, GAVA","Available","4500","Available","29","Not Available","Available","2","Not Available","Available"
"S0835","ST. MARYS SCHOOL, KITAM","Not Available","0","Available","1","Available","Not Available","0","Not Available","Not Available"
"S1386","ST. MARYS SCHOOL, SUNGDUNG","Not Available","0","Not Available","0","Not Available","Not Available","0","Not Available","Not Available"
"S0945","ST. PATRICKS SCHOOL, ASSAM LINGZEY","Available","35","Available","2","Available","Available","1","Not Available","Not Available"
"S0836","ST. PAUL SCHOOL, NAMTHANG","Available","0","Available","1","Available","Not Available","0","Not Available","Available"
"S1169","ST. PAULS JUNIOR HIGH SCHOOL, MELLI DARA","Available","0","Available","4","Available","Available","1","Available","Not Available"
"S1241","ST. PETER ENGLISH SCHOOL, SUMBUK","Not Available","0","Not Available","0","Not Available","Not Available","0","Not Available","Not Available"
"S1238","ST. PETERS SCHOOL, LINGEE","Not Available","0","Available","2","Not Available","Available","1","Not Available","Available"
"S1202","ST. STEPHENS SCHOOL, LUNGCHOK","Not Available","0","Available","1","Available","Not Available","0","Not Available","Not Available"
"S0852","ST. STEVENS SCHOOL, RORATHANG BAZAR","Not Available","0","Available","0","Available","Not Available","0","Not Available","Not Available"
"S1196","ST. THOMAS SCHOOL MELLI BAZAR","Not Available","0","Available","1","Not Available","Available","2","Not Available","Available"
"S1197","ST. THOMAS SCHOOL, DAMTHANG","Not Available","0","Available","1","Not Available","Not Available","0","Not Available","Not Available"
"S0857","ST. XAVIERS SCHOOL, PAKYONG","Available","3000","Not Available","0","Not Available","Available","2","Not Available","Available"
"S1079","ST.EDMUNDS ACADEMY SCHOOL, GURUTHANG","Not Available","0","Not Available","0","Not Available","Not Available","0","Not Available","Not Available"
"S1189","ST.TERESA SCHOOL, SALLEYBONG","Not Available","0","Not Available","0","Not Available","Not Available","0","Not Available","Available"
"S0975","ST.THOMAS SCHOOL, GANGTOK","Available","1000","Available","14","Not Available","Available","1","Available","Available"
"S1224","ST.THOMAS SCHOOL, KHAMDONG","Not Available","0","Not Available","0","Not Available","Available","1","Not Available","Not Available"
"S1226","ST.XAVER S ENGLISH MEDIUM SCHOOL,TINJUK","Available","0","Available","0","Not Available","Available","0","Available","Available"
"S1376","ST.XAVIERS SCHOOL, NALAM KOLBUNG","Not Available","0","Not Available","0","Not Available","Not Available","0","Not Available","Not Available"
"S1250","STAR LIGHT ACADEMY, LUING PERBING","Available","20","Available","1","Available","Available","1","Not Available","Not Available"
"S1418","STERLING ACADEMY","Available","100","Available","2","Available","Available","1","Available","Not Available"
"S0554","SUBINKHOR GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","2","Available","Not Available","0","Not Available","Not Available"
"S0471","SUBITHANG GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","2","Not Available","Not Available","0","Not Available","Not Available"
"S0633","SUBUK GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","2","Not Available","Not Available","0","Not Available","Not Available"
"S0095","SUDUNGLAKHA GOVERNMENT SECONDARY SCHOOL","Available","3000","Available","5","Available","Available","1","Not Available","Not Available"
"S0625","SUKRABAREY GOVERNMENT PRIMARY SCHOOL","Available","0","Available","2","Available","Available","1","Not Available","Not Available"
"S0384","SUMBUK GOVERNMENT SENIOR SECONDARY SCHOOL","Available","0","Available","4","Available","Available","1","Not Available","Not Available"
"S0205","SUMIN LINGCHEY GOVERNMENT SECONDARY SCHOOL","Available","48","Available","5","Available","Available","1","Not Available","Not Available"
"S0246","SUMIN MANGTHANG GOVERNMENT JUNIOR HIGH SCHOOL","Available","26","Available","2","Not Available","Not Available","0","Not Available","Not Available"
"S0577","SUMSEE GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","2","Available","Not Available","0","Not Available","Not Available"
"S1051","SUN RISE ACADEMY, BEGHA","Available","250","Available","1","Not Available","Available","1","Not Available","Not Available"
"S1172","SUN SHINE ACADEMY, MANGLEY","Not Available","0","Available","1","Not Available","Not Available","0","Not Available","Not Available"
"S1096","SUN SHINE ACADEMY, TINZERBONG","Not Available","0","Not Available","0","Not Available","Available","1","Available","Not Available"
"S1145","SUNMARG ACADEMY ENGLISH MEDIUM SCHOOL, MARCHOK","Available","50","Available","1","Available","Available","1","Not Available","Not Available"
"S0873","SUNRISE ACADEMY, DUGA","Available","80","Available","1","Not Available","Available","1","Not Available","Available"
"S1032","SUNRISE ACADEMY, SOMBARIA","Available","25","Not Available","0","Available","Available","1","Not Available","Available"
"S0891","SUNRISE BOARDING SCHOOL, TINTEK","Available","203","Available","2","Available","Available","1","Not Available","Available"
"S1060","SUNRISE ENGLISH SCHOOL, LOWER BERMIOK","Available","200","Available","1","Not Available","Available","1","Not Available","Available"
"S0914","SUNRISE MODEL SCHOOL, RONGLI","Available","2000","Available","1","Not Available","Not Available","0","Not Available","Available"
"S1194","SUNSHINE ACADEMY","Not Available","0","Available","1","Not Available","Available","1","Not Available","Not Available"
"S1182","SUNSHINE ACADEMY, NAMPHING","Not Available","0","Available","2","Not Available","Available","1","Not Available","Not Available"
"S1166","SUNSHINE ENGLISH SCHOOL, MELLI BAZAR","Available","500","Available","4","Available","Available","2","Available","Available"
"S0776","SUNTALEY GOVERNMENT JUNIOR HIGH SCHOOL(S)","Not Available","0","Available","5","Not Available","Available","1","Not Available","Not Available"
"S0365","SUNTALEY GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","2","Not Available","Available","1","Not Available","Not Available"
"S0390","SUNTALEY MAKARZONG GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","2","Available","Available","1","Not Available","Not Available"
"S0485","SURYODAYA GOVERNMENT JUNIOR HIGH SCHOOL","Not Available","0","Not Available","0","Available","Available","1","Not Available","Not Available"
"S0037","SWAYEM GOVERNMENT JUNIOR HIGH SCHOOL","Available","280","Available","4","Available","Available","1","Not Available","Not Available"
"S0120","SYAPLAY SARDARAY GOVERNMENT SECONDARY SCHOOL","Not Available","0","Available","5","Available","Available","1","Available","Not Available"
"S0964","SYARI MODEL SCHOOL, SYARI","Available","100","Available","1","Not Available","Available","1","Available","Available"
"S0004","TADONG GOVERNMENT PRIMARY SCHOOL(SSA)","Not Available","0","Not Available","0","Not Available","Available","1","Available","Available"
"S0195","TADONG GOVERNMENT SENIOR SECONDARY SCHOOL","Available","300","Available","5","Available","Available","2","Available","Not Available"
"S0739","TAFEL GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","2","Not Available","Not Available","0","Not Available","Not Available"
"S0105","TAKSANG KAIZALEY GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","1","Available","Available","1","Not Available","Not Available"
"S0700","TAKSONG GOVERNMENT PRIMARY SCHOOL","Available","10","Available","2","Available","Available","1","Not Available","Not Available"
"S0892","TAKTSE INTERNATIONAL SCHOOL, PENLONG","Available","10000","Available","0","Available","Available","1","Available","Available"
"S0460","TAMATAM GOVERNMENT JUNIOR HIGH SCHOOL","Available","80","Available","2","Available","Available","1","Not Available","Available"
"S0043","TANEK GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","2","Not Available","Not Available","0","Not Available","Not Available"
"S0612","TANGEY BORBOTEY GOVERNMENT PRIMARY SCHOOL","Not Available","0","Not Available","0","Not Available","Not Available","0","Not Available","Not Available"
"S0729","TANGZI GOVERNMENT PRIMARY SCHOOL","Available","30","Available","2","Available","Available","1","Not Available","Not Available"
"S0579","TAREYBHIR GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","0","Available","Not Available","0","Not Available","Not Available"
"S0110","TAREYTHANG GOVERNMENT SECONDARY SCHOOL","Available","300","Available","3","Available","Available","1","Not Available","Not Available"
"S0619","TARKU GAIRIGOAN GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","2","Not Available","Not Available","0","Not Available","Not Available"
"S0406","TARKU GOVERNMENT SECONDARY SCHOOL","Not Available","0","Not Available","0","Available","Available","1","Not Available","Available"
"S0676","TARNIM GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","2","Not Available","Available","1","Not Available","Not Available"
"S0677","TARNIM GOVERNMENT PRIMARY SCHOOL NEW 2010","Not Available","0","Not Available","0","Not Available","Not Available","0","Not Available","Not Available"
"S0474","TARPIN GOVERNMENT SECONDARY SCHOOL","Not Available","0","Available","4","Available","Available","1","Available","Not Available"
"S0161","TARPIN SALGHARI GOVERNMENT PRIMARY SCHOOL","Not Available","0","Not Available","0","Available","Available","1","Not Available","Available"
"S0062","TARYANG GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","2","Available","Not Available","0","Not Available","Not Available"
"S0014","TASA TENGAY GOVERNMENT SECONDARY SCHOOL","Not Available","0","Available","5","Not Available","Available","1","Available","Not Available"
"S1177","TASHI NAMGYAL ACADEMY, GANGTOK","Available","0","Available","30","Available","Available","3","Available","Available"
"S1043","TASHIDING ENGLISH SCHOOL (P.S)","Not Available","0","Not Available","0","Not Available","Not Available","0","Not Available","Not Available"
"S0268","TASHIDING GOVERNMENT SENIOR SECONDARY SCHOOL","Available","0","Not Available","0","Available","Available","1","Not Available","Not Available"
"S0327","TATHANG GOVERNMENT PRIMARY SCHOOL","Available","60","Available","2","Not Available","Not Available","0","Not Available","Available"
"S0949","TATHANGCHEN GOVT. SECONDARY SCHOOL","Available","5000","Not Available","0","Not Available","Available","1","Not Available","Available"
"S0473","TAZA GOVERNMENT JUNIOR HIGH SCHOOL","Available","75","Available","4","Not Available","Available","1","Available","Not Available"
"S0445","TEK GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","2","Available","Available","1","Not Available","Available"
"S0402","TEMI GOVERNMENT SENIOR SECONDARY SCHOOL","Available","0","Not Available","0","Available","Available","1","Not Available","Not Available"
"S0689","TEMI TEA GARDEN GOVERNMENT JUNIOR HIGH SCHOOL","Not Available","0","Available","5","Available","Available","1","Not Available","Available"
"S1472","TENDER BUDS SCHOOL","Not Available","0","Not Available","0","Available","Available","1","Not Available","Not Available"
"S1190","TENDER BUDS SCHOOL, NAMCHI","Not Available","0","Available","1","Not Available","Available","1","Not Available","Not Available"
"S1091","TENDER FEET ACADEMY, SORENG","Not Available","0","Available","2","Available","Available","1","Available","Available"
"S0831","TENDONG EDUCATIONAL INSTITUTE (PRIMARY BRANCH), UPPER GOAM","Not Available","0","Not Available","0","Available","Not Available","0","Not Available","Not Available"
"S1239","TENDONG EDUCATIONAL INSTITUTE, RAJGRAM","Available","0","Available","2","Not Available","Available","2","Available","Available"
"S0492","THAMIDARA GOVERNMENT JUNIOR HIGH SCHOOL","Not Available","0","Available","3","Available","Available","1","Not Available","Not Available"
"S0461","THANGCHUNG GOVERNMENT PRIMARY SCHOOL","Available","40","Available","0","Not Available","Not Available","0","Not Available","Not Available"
"S0266","THARPU GOVERNMENT SENIOR SECONDARY SCHOOL","Available","300","Available","5","Available","Available","1","Not Available","Not Available"
"S0893","THE GAY WAY ACADEMY /NORTH POINT SCHOOL, BOJOGHARI","Available","120","Available","2","Available","Available","1","Not Available","Available"
"S0203","THEGU GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","2","Available","Available","1","Not Available","Not Available"
"S0115","THEKABONG GOVERNMENT PRIMARY SCHOOL","Available","50","Available","2","Available","Available","1","Not Available","Not Available"
"S0033","THIBUK GOVERNMENT JUNIOR HIGH SCHOOL","Available","16","Available","0","Not Available","Available","1","Not Available","Not Available"
"S0322","THINGLING-II GOVERNMENT PRIMARY SCHOOL","Available","0","Available","2","Not Available","Available","1","Not Available","Available"
"S0276","THONGLING GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","2","Available","Available","1","Not Available","Not Available"
"S0144","THUNGSUNG GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","2","Not Available","Not Available","0","Not Available","Not Available"
"S0283","TIKJEK GOVERNMENT PRIMARY SCHOOL","Available","15","Available","2","Available","Available","1","Available","Not Available"
"S0309","TIKJUK GOVERNMENT PRIMARY SCHOOL","Available","107","Available","1","Available","Available","1","Not Available","Not Available"
"S0586","TIKPUR GOVERNMENT SECONDARY SCHOOL","Available","100","Available","5","Available","Available","1","Not Available","Not Available"
"S0352","TIMBRONG GOVERNMENT JUNIOR HIGH SCHOOL","Available","200","Available","0","Available","Available","1","Not Available","Not Available"
"S0262","TIMBURBUNG GOVERNMENT SECONDARY SCHOOL","Not Available","0","Not Available","0","Available","Available","1","Not Available","Available"
"S0549","TIMBUREY GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","2","Not Available","Not Available","0","Not Available","Not Available"
"S0041","TINGCHIM GOVERNMENT SECONDARY SCHOOL","Available","235","Available","3","Available","Available","1","Not Available","Not Available"
"S0077","TINGDA GOVERNMENT PRIMARY SCHOOL","Available","20","Available","2","Not Available","Available","1","Not Available","Available"
"S0426","TINGLEY GOVERNMENT SECONDARY SCHOOL","Not Available","0","Not Available","0","Available","Available","1","Not Available","Available"
